headline,preprocessed_headline,date_std,source
Compass Clinics - Australia&#39;s Medical Cannabis Revolution,"['Compass', 'Clinics', '-', 'Australia', '&', '#', '39', ';', 'Medical', 'Cannabis', 'Revolution']",2020-06-03,headline
Cannabis oil potential insomnia treatment | Nine News Australia,"['Cannabis', 'oil', 'potential', 'insomnia', 'treatment', '|', 'Nine', 'News', 'Australia']",2020-03-13,headline
The Journey of Becoming an approved Medicinal Cannabis Patient in Australia,"['The', 'Journey', 'Becoming', 'approved', 'Medicinal', 'Cannabis', 'Patient', 'Australia']",2020-03-08,headline
Visually Identifying PGR Cannabis (Poison) Australia,"['Visually', 'Identifying', 'PGR', 'Cannabis', '(', 'Poison', ')', 'Australia']",2020-12-02,headline
Do you need a referral to visit a cannabis clinic in Australia?,"['Do', 'need', 'referral', 'visit', 'cannabis', 'clinic', 'Australia', '?']",2020-05-14,headline
How legislation around cannabis products and CBD is changing in Australia - Dr Ben,"['How', 'legislation', 'around', 'cannabis', 'product', 'CBD', 'changing', 'Australia', '-', 'Dr', 'Ben']",2020-01-25,headline
CA Clinics   Medical Cannabis Patients,"['CA', 'Clinics', 'Medical', 'Cannabis', 'Patients']",2020-02-14,headline
Can I get a prescription for medical cannabis/CBD oil in Australia? Dr. Matua Jansen,"['Can', 'I', 'get', 'prescription', 'medical', 'cannabis/CBD', 'oil', 'Australia', '?', 'Dr.', 'Matua', 'Jansen']",2020-01-25,headline
The Current State of Medicinal Cannabis in Australia - Dr David Feng and Adam Miller,"['The', 'Current', 'State', 'Medicinal', 'Cannabis', 'Australia', '-', 'Dr', 'David', 'Feng', 'Adam', 'Miller']",2020-06-01,headline
All Medical Cannabis Patients To Be Able To Drive Legally In Victoria Shortly (while not impaired),"['All', 'Medical', 'Cannabis', 'Patients', 'To', 'Be', 'Able', 'To', 'Drive', 'Legally', 'In', 'Victoria', 'Shortly', '(', 'impaired', ')']",2020-10-14,headline
Medical Cannabis Doctors Australia,"['Medical', 'Cannabis', 'Doctors', 'Australia']",2020-12-15,headline
This Month In Cannabis Episode 1: AU Cannabis Overview July 2020,"['This', 'Month', 'In', 'Cannabis', 'Episode', '1', ':', 'AU', 'Cannabis', 'Overview', 'July', '2020']",2020-07-21,headline
Understanding Cannabis Access Pathways | by Clare Barker from Entoura,"['Understanding', 'Cannabis', 'Access', 'Pathways', '|', 'Clare', 'Barker', 'Entoura']",2020-10-05,headline
Goodfellow Unit Webinar: Prescribing medicinal cannabis,"['Goodfellow', 'Unit', 'Webinar', ':', 'Prescribing', 'medicinal', 'cannabis']",2020-09-08,headline
APSAD Webinar 1: Medical Cannabis and the Addictions,"['APSAD', 'Webinar', '1', ':', 'Medical', 'Cannabis', 'Addictions']",2020-06-18,headline
Polls for legalising recreational cannabis | 9 News Australia,"['Polls', 'legalising', 'recreational', 'cannabis', '|', '9', 'News', 'Australia']",2020-10-15,headline
Medicinal Cannabis in Chronic Pain,"['Medicinal', 'Cannabis', 'Chronic', 'Pain']",2020-09-09,headline
Medicinal cannabis,"['Medicinal', 'cannabis']",2020-03-01,headline
DRUG DRIVING DISCOVERY - The Project Network 10,"['DRUG', 'DRIVING', 'DISCOVERY', '-', 'The', 'Project', 'Network', '10']",2020-12-02,headline
Cannabis and Driving Webinar,"['Cannabis', 'Driving', 'Webinar']",2020-10-21,headline
Nimbin Medican - Educating Australians About Medical Cannabis,"['Nimbin', 'Medican', '-', 'Educating', 'Australians', 'About', 'Medical', 'Cannabis']",2020-01-28,headline
When will recreational cannabis be legal in Australia?,"['When', 'recreational', 'cannabis', 'legal', 'Australia', '?']",2020-05-14,headline
Everything You Need To Know About Cannabis &amp; Driving. Explained by Tom Arkell,"['Everything', 'You', 'Need', 'To', 'Know', 'About', 'Cannabis', '&', 'amp', ';', 'Driving', '.', 'Explained', 'Tom', 'Arkell']",2020-08-24,headline
Navigating Medicinal Cannabis in Australia | QENDO Women&#39;s Health Week Event,"['Navigating', 'Medicinal', 'Cannabis', 'Australia', '|', 'QENDO', 'Women', '&', '#', '39', ';', 'Health', 'Week', 'Event']",2020-09-11,headline
Medical Cannabis Patient Stories,"['Medical', 'Cannabis', 'Patient', 'Stories']",2020-08-12,headline
Cannabis For Chronic Pain Explained By Dr Joe,"['Cannabis', 'For', 'Chronic', 'Pain', 'Explained', 'By', 'Dr', 'Joe']",2020-07-23,headline
NIIM Webinar - On Mood and Pain: Medicinal Cannabis and Intestinal Microbiome,"['NIIM', 'Webinar', '-', 'On', 'Mood', 'Pain', ':', 'Medicinal', 'Cannabis', 'Intestinal', 'Microbiome']",2020-11-09,headline
"Tincture, capsules, vape – what’s the best form of medicinal cannabis?","['Tincture', ',', 'capsule', ',', 'vape', '–', '’', 'best', 'form', 'medicinal', 'cannabis', '?']",2020-05-14,headline
Keeping current with Medical Cannabis,"['Keeping', 'current', 'Medical', 'Cannabis']",2020-07-14,headline
Medical Cannabis Patient Case Studies,"['Medical', 'Cannabis', 'Patient', 'Case', 'Studies']",2020-11-18,headline
Australian medicinal cannabis industry on cusp of major expansion | ABC News,"['Australian', 'medicinal', 'cannabis', 'industry', 'cusp', 'major', 'expansion', '|', 'ABC', 'News']",2021-12-19,headline
Medical cannabis set to become financially accessible  | 7NEWS,"['Medical', 'cannabis', 'set', 'become', 'financially', 'accessible', '|', '7NEWS']",2021-11-27,headline
Travelling With Medical Cannabis in Australia (Locally) Explained by Lawyer Andrew Dowling,"['Travelling', 'With', 'Medical', 'Cannabis', 'Australia', '(', 'Locally', ')', 'Explained', 'Lawyer', 'Andrew', 'Dowling']",2021-05-10,headline
All you need to know about Australia’s burgeoning medicinal cannabis industry,"['All', 'need', 'know', 'Australia', '’', 'burgeoning', 'medicinal', 'cannabis', 'industry']",2021-06-07,headline
CBD oil now available without prescription | A Current Affair,"['CBD', 'oil', 'available', 'without', 'prescription', '|', 'A', 'Current', 'Affair']",2021-02-12,headline
Changes to sponsor requirements for supplying unapproved medicinal cannabis products in Australia,"['Changes', 'sponsor', 'requirement', 'supplying', 'unapproved', 'medicinal', 'cannabis', 'product', 'Australia']",2021-12-02,headline
Fired For Using Medicinal Cannabis: Australia’s First Federal Case,"['Fired', 'For', 'Using', 'Medicinal', 'Cannabis', ':', 'Australia', '’', 'First', 'Federal', 'Case']",2021-12-22,headline
30% THC: Under 1% CBD Indica - From Criminal To Patient In Australia Part 2,"['30', '%', 'THC', ':', 'Under', '1', '%', 'CBD', 'Indica', '-', 'From', 'Criminal', 'To', 'Patient', 'In', 'Australia', 'Part', '2']",2021-07-11,headline
"Unboxing Beacon Medical Cannabis, Sensi Star &amp; Critical Super Silver Haze  // CDA","['Unboxing', 'Beacon', 'Medical', 'Cannabis', ',', 'Sensi', 'Star', '&', 'amp', ';', 'Critical', 'Super', 'Silver', 'Haze', '//', 'CDA']",2021-07-22,headline
Medical Marijuana Prescriptions in Australia.,"['Medical', 'Marijuana', 'Prescriptions', 'Australia', '.']",2021-01-09,headline
How Australia&#39;s most radical cannabis laws are coping two years later | ABC In-Depth,"['How', 'Australia', '&', '#', '39', ';', 'radical', 'cannabis', 'law', 'coping', 'two', 'year', 'later', '|', 'ABC', 'In-Depth']",2021-12-06,headline
STRAIN REVIEW!!! Beacon Pink Kush,"['STRAIN', 'REVIEW', '!', '!', '!', 'Beacon', 'Pink', 'Kush']",2021-10-07,headline
Medicinal Cannabis in Australia | Azure Medical Complete Health Series,"['Medicinal', 'Cannabis', 'Australia', '|', 'Azure', 'Medical', 'Complete', 'Health', 'Series']",2021-11-16,headline
World&#39;s largest medicinal cannabis farm to be built in Australia | 7NEWS,"['World', '&', '#', '39', ';', 'largest', 'medicinal', 'cannabis', 'farm', 'built', 'Australia', '|', '7NEWS']",2021-04-14,headline
World’s largest cannabis farm stationed in Queensland | 9 News Australia,"['World', '’', 'largest', 'cannabis', 'farm', 'stationed', 'Queensland', '|', '9', 'News', 'Australia']",2021-06-17,headline
How To: Medical Cannabis Australia - Follow My Journey - Part 1,"['How', 'To', ':', 'Medical', 'Cannabis', 'Australia', '-', 'Follow', 'My', 'Journey', '-', 'Part', '1']",2021-04-04,headline
Cannabis oil emerging as powerful treatment for pain relief | 7NEWS,"['Cannabis', 'oil', 'emerging', 'powerful', 'treatment', 'pain', 'relief', '|', '7NEWS']",2021-10-26,headline
STRAIN REVIEW‼️ ANTG ROCKY❗️,"['STRAIN', 'REVIEW‼️', 'ANTG', 'ROCKY❗️']",2021-10-13,headline
Melbourne parents are singing the praises of cannabis oil to help children doing it tough | 7NEWS,"['Melbourne', 'parent', 'singing', 'praise', 'cannabis', 'oil', 'help', 'child', 'tough', '|', '7NEWS']",2021-09-02,headline
"Sydney Addiction Seminars: Medicinal cannabis in 2021 – When, Why and How?","['Sydney', 'Addiction', 'Seminars', ':', 'Medicinal', 'cannabis', '2021', '–', 'When', ',', 'Why', 'How', '?']",2021-07-30,headline
Medical Marijuana For Anxiety | Discover Marijuana,"['Medical', 'Marijuana', 'For', 'Anxiety', '|', 'Discover', 'Marijuana']",2021-08-18,headline
Medicinal cannabis - Changes to Special Access Scheme (SAS) and Authorised Prescriber applications,"['Medicinal', 'cannabis', '-', 'Changes', 'Special', 'Access', 'Scheme', '(', 'SAS', ')', 'Authorised', 'Prescriber', 'application']",2021-12-16,headline
Introduction to Medical Cannabis by Dr. Stacy D&#39;Andre,"['Introduction', 'Medical', 'Cannabis', 'Dr.', 'Stacy', 'D', '&', '#', '39', ';', 'Andre']",2021-11-17,headline
Medical Cannabis Breakthrough | 10 News First,"['Medical', 'Cannabis', 'Breakthrough', '|', '10', 'News', 'First']",2021-11-08,headline
Queensland medicinal cannabis user fighting for compensation | 7NEWS,"['Queensland', 'medicinal', 'cannabis', 'user', 'fighting', 'compensation', '|', '7NEWS']",2021-12-04,headline
Vaporisation of Medical Cannabis,"['Vaporisation', 'Medical', 'Cannabis']",2021-11-10,headline
What you need to know before seeking a medical cannabis prescription in Texas,"['What', 'need', 'know', 'seeking', 'medical', 'cannabis', 'prescription', 'Texas']",2021-09-14,headline
Selling CBD oil in Australia,"['Selling', 'CBD', 'oil', 'Australia']",2021-04-14,headline
The leading source on the medicinal cannabis industry in Australia,"['The', 'leading', 'source', 'medicinal', 'cannabis', 'industry', 'Australia']",2021-06-18,headline
Medicinal Cannabis Minefield,"['Medicinal', 'Cannabis', 'Minefield']",2021-07-05,headline
420 Seconds on medicinal CANNABIS QUALITY in Australia,"['420', 'Seconds', 'medicinal', 'CANNABIS', 'QUALITY', 'Australia']",2021-12-06,headline
Side effects from Medical Cannabis,"['Side', 'effect', 'Medical', 'Cannabis']",2021-01-20,headline
Medicinal Cannabis for Endometriosis | Ask The Experts with Sarah Maree Cameron,"['Medicinal', 'Cannabis', 'Endometriosis', '|', 'Ask', 'The', 'Experts', 'Sarah', 'Maree', 'Cameron']",2021-03-12,headline
Inside the facility set to be Scotland&#39;s first medicinal cannabis farm,"['Inside', 'facility', 'set', 'Scotland', '&', '#', '39', ';', 'first', 'medicinal', 'cannabis', 'farm']",2021-05-20,headline
Medicinal cannabis oil found effective for treating autism,"['Medicinal', 'cannabis', 'oil', 'found', 'effective', 'treating', 'autism']",2021-12-19,headline
Medical Cannabis &amp; IBS Clinical Trial Recruiting - Explained by Professor Alistair Vickery (Emyria),"['Medical', 'Cannabis', '&', 'amp', ';', 'IBS', 'Clinical', 'Trial', 'Recruiting', '-', 'Explained', 'Professor', 'Alistair', 'Vickery', '(', 'Emyria', ')']",2021-02-14,headline
Medicinal Cannabis - Your questions answered,"['Medicinal', 'Cannabis', '-', 'Your', 'question', 'answered']",2021-10-27,headline
Medical Cannabis: What Patients With Cancer Need to Know,"['Medical', 'Cannabis', ':', 'What', 'Patients', 'With', 'Cancer', 'Need', 'Know']",2021-11-22,headline
Why the City of Maribyrnong wants to sell medicinal marijuana   | 7NEWS,"['Why', 'City', 'Maribyrnong', 'want', 'sell', 'medicinal', 'marijuana', '|', '7NEWS']",2021-09-14,headline
“A Day in the Life” of a Grower Based from Cannatrek’s Queensland Facility,"['“', 'A', 'Day', 'Life', '”', 'Grower', 'Based', 'Cannatrek', '’', 'Queensland', 'Facility']",2021-12-03,headline
3 STEPS to LEGALLY access medicinal cannabis in Australia (2021),"['3', 'STEPS', 'LEGALLY', 'access', 'medicinal', 'cannabis', 'Australia', '(', '2021', ')']",2021-09-12,headline
Bod Australia (ASX:BDA) reported robust medicinal Cannabis sales In 2H CY2020. | AUS |,"['Bod', 'Australia', '(', 'ASX', ':', 'BDA', ')', 'reported', 'robust', 'medicinal', 'Cannabis', 'sale', 'In', '2H', 'CY2020', '.', '|', 'AUS', '|']",2021-01-07,headline
"Synthetic cannabis caused hospitalisations before and after inmate death, FOI shows | ABC News","['Synthetic', 'cannabis', 'caused', 'hospitalisation', 'inmate', 'death', ',', 'FOI', 'show', '|', 'ABC', 'News']",2021-08-24,headline
19 May 21: Dr Ian Thong &amp; Anthony Hall: Medicinal cannabis - The evidence,"['19', 'May', '21', ':', 'Dr', 'Ian', 'Thong', '&', 'amp', ';', 'Anthony', 'Hall', ':', 'Medicinal', 'cannabis', '-', 'The', 'evidence']",2021-05-19,headline
Medicinal Cannabis and Mobile Workers – What do I need to know? – Webinar,"['Medicinal', 'Cannabis', 'Mobile', 'Workers', '–', 'What', 'I', 'need', 'know', '?', '–', 'Webinar']",2021-04-22,headline
Vertical integration of the medicinal cannabis supply chain,"['Vertical', 'integration', 'medicinal', 'cannabis', 'supply', 'chain']",2021-06-18,headline
Developing registered medicinal cannabis treatments powered by clinical data.,"['Developing', 'registered', 'medicinal', 'cannabis', 'treatment', 'powered', 'clinical', 'data', '.']",2021-06-18,headline
The last weed left in Australia,"['The', 'last', 'weed', 'left', 'Australia']",2021-06-03,headline
"420 Second CANNABIS RECAP, Australia 2021 (and 2022 preview)","['420', 'Second', 'CANNABIS', 'RECAP', ',', 'Australia', '2021', '(', '2022', 'preview', ')']",2021-12-16,headline
Medicinal Cannabis Prescribing in Primary Care,"['Medicinal', 'Cannabis', 'Prescribing', 'Primary', 'Care']",2021-12-02,headline
"Medicinal Cannabis in Australia Update, June 2022","['Medicinal', 'Cannabis', 'Australia', 'Update', ',', 'June', '2022']",2022-06-16,headline
"Medicinal cannabis use rises with 260,000 prescriptions filled in six years | Today Show Australia","['Medicinal', 'cannabis', 'use', 'rise', '260,000', 'prescription', 'filled', 'six', 'year', '|', 'Today', 'Show', 'Australia']",2022-07-19,headline
My experience accessing medical cannabis in Australia,"['My', 'experience', 'accessing', 'medical', 'cannabis', 'Australia']",2022-06-06,headline
How I got a medicinal cannabis prescription in Australia - Lachlan Lincoln #TheLincolnFamily,"['How', 'I', 'got', 'medicinal', 'cannabis', 'prescription', 'Australia', '-', 'Lachlan', 'Lincoln', '#', 'TheLincolnFamily']",2022-06-12,headline
#Exclusive: Australian Medicinal Cannabis Production Set To Soar | 10 News First,"['#', 'Exclusive', ':', 'Australian', 'Medicinal', 'Cannabis', 'Production', 'Set', 'To', 'Soar', '|', '10', 'News', 'First']",2022-12-19,headline
Medicinal cannabis: The Special Access Scheme (SAS) and Authorised Prescriber (AP) pathways,"['Medicinal', 'cannabis', ':', 'The', 'Special', 'Access', 'Scheme', '(', 'SAS', ')', 'Authorised', 'Prescriber', '(', 'AP', ')', 'pathway']",2022-01-18,headline
Medicinal cannabis research into fighting long COVID | Coronavirus | 9 News Australia,"['Medicinal', 'cannabis', 'research', 'fighting', 'long', 'COVID', '|', 'Coronavirus', '|', '9', 'News', 'Australia']",2022-01-21,headline
Link between medicinal cannabis and weight loss explored by Australian researchers | 7NEWS,"['Link', 'medicinal', 'cannabis', 'weight', 'loss', 'explored', 'Australian', 'researcher', '|', '7NEWS']",2022-02-08,headline
How to get your medical marijuana card in Australia - #36,"['How', 'get', 'medical', 'marijuana', 'card', 'Australia', '-', '#', '36']",2022-11-21,headline
Medicinal cannabis access for health professionals,"['Medicinal', 'cannabis', 'access', 'health', 'professional']",2022-01-18,headline
Review of medicinal cannabis in Australia,"['Review', 'medicinal', 'cannabis', 'Australia']",2022-05-31,headline
SME Assist - Meeting Your Obligations – Supplying medicinal cannabis in Australia,"['SME', 'Assist', '-', 'Meeting', 'Your', 'Obligations', '–', 'Supplying', 'medicinal', 'cannabis', 'Australia']",2022-02-02,headline
Will Cannabis Be Legalised In Australia? | Studio 10,"['Will', 'Cannabis', 'Be', 'Legalised', 'In', 'Australia', '?', '|', 'Studio', '10']",2022-09-26,headline
Medical cannabis driving laws are a ‘big problem’: Bladerstone,"['Medical', 'cannabis', 'driving', 'law', '‘', 'big', 'problem', '’', ':', 'Bladerstone']",2022-05-25,headline
Medicinal cannabis users to be granted drug driving exemption in Queensland? | 9 News Australia,"['Medicinal', 'cannabis', 'user', 'granted', 'drug', 'driving', 'exemption', 'Queensland', '?', '|', '9', 'News', 'Australia']",2022-08-29,headline
Australian Sporting Legends Helping Develop Medicinal Cannabis Formula To Treat Chronic Pain,"['Australian', 'Sporting', 'Legends', 'Helping', 'Develop', 'Medicinal', 'Cannabis', 'Formula', 'To', 'Treat', 'Chronic', 'Pain']",2022-07-01,headline
MCAID Swinburne University Medicinal Cannabis &amp; Driving Study Victoria Australia,"['MCAID', 'Swinburne', 'University', 'Medicinal', 'Cannabis', '&', 'amp', ';', 'Driving', 'Study', 'Victoria', 'Australia']",2022-03-22,headline
Legalities of Smoking or Vaping Medicinal Cannabis In Public (Australia),"['Legalities', 'Smoking', 'Vaping', 'Medicinal', 'Cannabis', 'In', 'Public', '(', 'Australia', ')']",2022-01-16,headline
Who can prescribe medicinal cannabis in Australia?,"['Who', 'prescribe', 'medicinal', 'cannabis', 'Australia', '?']",2022-03-07,headline
Calls For Changes To Medicinal Cannabis Driving Rules,"['Calls', 'For', 'Changes', 'To', 'Medicinal', 'Cannabis', 'Driving', 'Rules']",2022-09-25,headline
Inside Australia&#39;s First Medicinal Cannabis Farm Worth $130 Million,"['Inside', 'Australia', '&', '#', '39', ';', 'First', 'Medicinal', 'Cannabis', 'Farm', 'Worth', '$', '130', 'Million']",2022-03-23,headline
The chilling truth about Cannabis Psychosis | 60 Minutes Australia,"['The', 'chilling', 'truth', 'Cannabis', 'Psychosis', '|', '60', 'Minutes', 'Australia']",2022-07-12,headline
Australia&#39;s biggest indoor vertical cannabis farm | A Current Affair,"['Australia', '&', '#', '39', ';', 'biggest', 'indoor', 'vertical', 'cannabis', 'farm', '|', 'A', 'Current', 'Affair']",2022-11-21,headline
Alfie - MAC - 1 ( 9.5☆) medical cannabis Australia . surfers paradise gold coast,"['Alfie', '-', 'MAC', '-', '1', '(', '9.5☆', ')', 'medical', 'cannabis', 'Australia', '.', 'surfer', 'paradise', 'gold', 'coast']",2022-11-20,headline
Smoking Cones Of Australian Medical Cannabis,"['Smoking', 'Cones', 'Of', 'Australian', 'Medical', 'Cannabis']",2022-02-26,headline
Medicinal cannabis costs could be slashed after two industry giants join forces,"['Medicinal', 'cannabis', 'cost', 'could', 'slashed', 'two', 'industry', 'giant', 'join', 'force']",2022-01-19,headline
Medicinal Cannabis Industry Australia,"['Medicinal', 'Cannabis', 'Industry', 'Australia']",2022-05-18,headline
Ex-serviceman to lose driver’s licence over medicinal cannabis use | 9 News Australia,"['Ex-serviceman', 'lose', 'driver', '’', 'licence', 'medicinal', 'cannabis', 'use', '|', '9', 'News', 'Australia']",2022-10-31,headline
&quot;T25 Topaz&quot; Flower - Indica 70% Sativa 30% - Medicinal Cannabis Review - Cannatrek,"['&', 'quot', ';', 'T25', 'Topaz', '&', 'quot', ';', 'Flower', '-', 'Indica', '70', '%', 'Sativa', '30', '%', '-', 'Medicinal', 'Cannabis', 'Review', '-', 'Cannatrek']",2022-04-04,headline
How to Hop onto the Medical Cannabis Program in Australia 🇦🇺 (The Price has increased $100),"['How', 'Hop', 'onto', 'Medical', 'Cannabis', 'Program', 'Australia', '🇦🇺', '(', 'The', 'Price', 'increased', '$', '100', ')']",2022-04-22,headline
Australian-first program slashing the cost of medicinal cannabis | 7NEWS,"['Australian-first', 'program', 'slashing', 'cost', 'medicinal', 'cannabis', '|', '7NEWS']",2022-08-18,headline
Medicinal cannabis trial for children living with autism | 7NEWS,"['Medicinal', 'cannabis', 'trial', 'child', 'living', 'autism', '|', '7NEWS']",2022-11-18,headline
How Medicinal Marijuana Could Help Kids With Autism | Studio 10,"['How', 'Medicinal', 'Marijuana', 'Could', 'Help', 'Kids', 'With', 'Autism', '|', 'Studio', '10']",2022-03-22,headline
Growing calls to make medical cannabis cheaper and more accessible for Australians | 7NEWS,"['Growing', 'call', 'make', 'medical', 'cannabis', 'cheaper', 'accessible', 'Australians', '|', '7NEWS']",2022-06-25,headline
Medicinal cannabis trial showing promising results in children with autism | 9 News Australia,"['Medicinal', 'cannabis', 'trial', 'showing', 'promising', 'result', 'child', 'autism', '|', '9', 'News', 'Australia']",2022-11-18,headline
The Future Of: Medicinal Cannabis [FULL PODCAST EPISODE],"['The', 'Future', 'Of', ':', 'Medicinal', 'Cannabis', '[', 'FULL', 'PODCAST', 'EPISODE', ']']",2022-04-01,headline
(OUT NOW!) How I got a medicinal cannabis prescription in Australia - Lachlan Lincoln #TLF,"['(', 'OUT', 'NOW', '!', ')', 'How', 'I', 'got', 'medicinal', 'cannabis', 'prescription', 'Australia', '-', 'Lachlan', 'Lincoln', '#', 'TLF']",2022-06-12,headline
Sharon Bentley: Australian Medical Cannabis Industry Changemaker,"['Sharon', 'Bentley', ':', 'Australian', 'Medical', 'Cannabis', 'Industry', 'Changemaker']",2022-03-07,headline
WA Police - Driving with Medicinal THC,"['WA', 'Police', '-', 'Driving', 'Medicinal', 'THC']",2022-07-21,headline
Bill to legalise cannabis in Australia could soon be introduced to parliament | 9 News Australia,"['Bill', 'legalise', 'cannabis', 'Australia', 'could', 'soon', 'introduced', 'parliament', '|', '9', 'News', 'Australia']",2022-09-25,headline
Wellnex Life eyes launch of one of Australia’s first OTC medicinal cannabis products,"['Wellnex', 'Life', 'eye', 'launch', 'one', 'Australia', '’', 'first', 'OTC', 'medicinal', 'cannabis', 'product']",2022-09-27,headline
420 Seconds to Compassionate Cannabis Pricing (Discounted Medicinal Cannabis in Australia),"['420', 'Seconds', 'Compassionate', 'Cannabis', 'Pricing', '(', 'Discounted', 'Medicinal', 'Cannabis', 'Australia', ')']",2022-02-18,headline
Decriminalising cannabis looms as the upper house is confirmed - 9News Australia,"['Decriminalising', 'cannabis', 'loom', 'upper', 'house', 'confirmed', '-', '9News', 'Australia']",2022-12-19,headline
Australian Grown Solace 22% THC Medicinal Cannabis,"['Australian', 'Grown', 'Solace', '22', '%', 'THC', 'Medicinal', 'Cannabis']",2022-02-02,headline
Unboxing my first ever LEGAL MEDICINAL CANNABIS order!,"['Unboxing', 'first', 'ever', 'LEGAL', 'MEDICINAL', 'CANNABIS', 'order', '!']",2022-07-26,headline
Medicinal Cannabis | Season 6 | The House of Wellness,"['Medicinal', 'Cannabis', '|', 'Season', '6', '|', 'The', 'House', 'Wellness']",2022-07-01,headline
THC edibles ! 25mg 30 pack $130 (compound chemist) medical cannabis australia,"['THC', 'edible', '!', '25mg', '30', 'pack', '$', '130', '(', 'compound', 'chemist', ')', 'medical', 'cannabis', 'australia']",2022-12-17,headline
PASSING DRUG TEST AT NIMBIN MARDIGRASS 2022! WEED CAPITAL OF AUSTRALIA [EP. 15],"['PASSING', 'DRUG', 'TEST', 'AT', 'NIMBIN', 'MARDIGRASS', '2022', '!', 'WEED', 'CAPITAL', 'OF', 'AUSTRALIA', '[', 'EP', '.', '15', ']']",2022-09-28,headline
Could medicinal cannabis be a key part of sport rehabilitation? | A Current Affair,"['Could', 'medicinal', 'cannabis', 'key', 'part', 'sport', 'rehabilitation', '?', '|', 'A', 'Current', 'Affair']",2022-11-07,headline
Medicinal cannabis is set up to fail patients.,"['Medicinal', 'cannabis', 'set', 'fail', 'patient', '.']",2022-03-21,headline
Greens plan to legalise cannabis could inject billions into the economy | 9 News Australia,"['Greens', 'plan', 'legalise', 'cannabis', 'could', 'inject', 'billion', 'economy', '|', '9', 'News', 'Australia']",2023-01-30,headline
Victorian drivers relying on medicinal cannabis could soon be legally allowed to drive | 7NEWS,"['Victorian', 'driver', 'relying', 'medicinal', 'cannabis', 'could', 'soon', 'legally', 'allowed', 'drive', '|', '7NEWS']",2023-02-22,headline
Could cannabis be legalised in Australia?,"['Could', 'cannabis', 'legalised', 'Australia', '?']",2023-02-08,headline
Cannabis Plans: Greens Push To Make Recreational Cannabis Legal Across Australia,"['Cannabis', 'Plans', ':', 'Greens', 'Push', 'To', 'Make', 'Recreational', 'Cannabis', 'Legal', 'Across', 'Australia']",2023-01-30,headline
The Legalise Cannabis MPs lobbying for change in Victoria | 7.30,"['The', 'Legalise', 'Cannabis', 'MPs', 'lobbying', 'change', 'Victoria', '|', '7.30']",2023-03-01,headline
Victorian government moving to make medicinal cannabis legal whilst driving,"['Victorian', 'government', 'moving', 'make', 'medicinal', 'cannabis', 'legal', 'whilst', 'driving']",2023-03-08,headline
Is Australia all set to legalise cannabis? Watch all details here | WION Originals,"['Is', 'Australia', 'set', 'legalise', 'cannabis', '?', 'Watch', 'detail', '|', 'WION', 'Originals']",2023-04-10,headline
&#39;It&#39;s pot luck&#39;: Rise in people taking risk using cannabis to treat health conditions,"['&', '#', '39', ';', 'It', '&', '#', '39', ';', 'pot', 'luck', '&', '#', '39', ';', ':', 'Rise', 'people', 'taking', 'risk', 'using', 'cannabis', 'treat', 'health', 'condition']",2023-03-08,headline
MEDICINAL CANNABIS INQUIRY MOTION,"['MEDICINAL', 'CANNABIS', 'INQUIRY', 'MOTION']",2023-02-23,headline
Medicinal cannabis rules explained,"['Medicinal', 'cannabis', 'rule', 'explained']",2023-04-03,headline
Paul Murray predicts Victoria will be first state to legalise cannabis,"['Paul', 'Murray', 'predicts', 'Victoria', 'first', 'state', 'legalise', 'cannabis']",2023-01-30,headline
Why Australia is legalising medicinal psychedelics | ABC News Daily Podcast,"['Why', 'Australia', 'legalising', 'medicinal', 'psychedelics', '|', 'ABC', 'News', 'Daily', 'Podcast']",2023-02-28,headline
Legalising cannabis in Australia could generate tens of billions in revenue,"['Legalising', 'cannabis', 'Australia', 'could', 'generate', 'ten', 'billion', 'revenue']",2023-01-30,headline
Andrew Kavasilas - Medical Cannabis Limited at HHI Expo Sydney Australia #tnbnaturals,"['Andrew', 'Kavasilas', '-', 'Medical', 'Cannabis', 'Limited', 'HHI', 'Expo', 'Sydney', 'Australia', '#', 'tnbnaturals']",2023-01-31,headline
Cannabis in Pharmacy with Sara Harris - Medical Cannabis and Prescription Drug Monitoring Programs,"['Cannabis', 'Pharmacy', 'Sara', 'Harris', '-', 'Medical', 'Cannabis', 'Prescription', 'Drug', 'Monitoring', 'Programs']",2023-03-17,headline
The Real Story of Medical Cannabis: Myths Debunked - Dr. Gill,"['The', 'Real', 'Story', 'Medical', 'Cannabis', ':', 'Myths', 'Debunked', '-', 'Dr.', 'Gill']",2023-02-02,headline
TGA approves use of psychedelics for mental health conditions in Australia | 9 News Australia,"['TGA', 'approves', 'use', 'psychedelics', 'mental', 'health', 'condition', 'Australia', '|', '9', 'News', 'Australia']",2023-02-05,headline
Legalising cannabis could generate tens of billions in revenue,"['Legalising', 'cannabis', 'could', 'generate', 'ten', 'billion', 'revenue']",2023-01-30,headline
ECS Botanics (ASX:ECS) secures a 3 year medicinal cannabis supply deal in Germany,"['ECS', 'Botanics', '(', 'ASX', ':', 'ECS', ')', 'secures', '3', 'year', 'medicinal', 'cannabis', 'supply', 'deal', 'Germany']",2023-01-05,headline
Why some countries are legalizing Marijuana | DW News,"['Why', 'country', 'legalizing', 'Marijuana', '|', 'DW', 'News']",2023-01-04,headline
